ID,Primary topic,Proposed title,Primary query,Search intent,Cluster,Subcluster,Content type,Audience,Source basis,Research flags,Legal/tech sensitivity,Closest related article,Differentiation reason,Internal link targets,Status
MM-0724,"First Purchase","Buying Your First Electric Motorbike in Vietnam: A Decision Guide","buying first electric motorbike vietnam",commercial,7-electric,7.4 buying-owning,guide,"new buyers",general-research,R3+R4,none,"buying-first-electric-motorbike-vietnam","Electric first-bike decision framework; scooter/50cc buying guides cover petrol formats",""what-is-electric-motorbike-vietnam, electric-moped-vs-electric-motorcycle-vietnam, electric-motorbike-cost-ownership-vietnam, can-foreigners-rent-electric-bike-vietnam"",published
MM-0725,"Battery Rent vs Buy","VinFast Battery Rental vs Buying: The Real Cost Difference","vinfast battery rental vs buying",informational,7-electric,7.4 buying-owning,guide,"prospective buyers",general-research,R3,none,"vinfast-battery-rental-vs-buying","VinFast-specific ownership structure from official data; cost-ownership covers the market-wide ledger",""battery-swap-vs-home-charging-vietnam, vinfast-evo-review, electric-motorbike-cost-ownership-vietnam, buying-first-electric-motorbike-vietnam"",published
MM-0726,"Used Buying","Buying a Used Electric Motorbike in Vietnam: The Battery Checklist","buying used electric motorbike vietnam",commercial,7-electric,7.4 buying-owning,guide,"buyers",general-research,R3,none,"buying-used-electric-motorbike-vietnam","Electric-specific used-buying (battery health); petrol used-buying guides exist for the other formats",""electric-motorbike-battery-lifespan-vietnam, buying-first-electric-motorbike-vietnam, electric-motorbike-battery-replacement-vietnam, disc-locks-chains-motorbike-security"",published
MM-0727,"Cost of Ownership","Electric Motorbike Cost of Ownership in Vietnam: What You Actually Pay","electric motorbike cost of ownership vietnam",informational,7-electric,7.4 buying-owning,guide,"buyers",general-research,R3+R4,none,"electric-motorbike-cost-ownership-vietnam","Full ownership ledger from verified published figures; the swap-vs-charge and rental-vs-buy articles cover single decisions",""electric-vs-petrol-motorbike-hanoi, vinfast-battery-rental-vs-buying, electric-motorbike-battery-replacement-vietnam, buying-first-electric-motorbike-vietnam"",published
MM-0728,"Student Mopeds","Best Electric Mopeds for Students in Vietnam: Licence-Free Choices","best electric moped students vietnam",commercial,7-electric,7.4 buying-owning,guide,"students",general-research,R1+R3,none,"50cc-training-high-school-vietnam","Student audience guide for the electric class; the 50cc article covers petrol student options",""riding-electric-moped-16-vietnam, why-electric-mopeds-capped-50kmh-vietnam, buying-first-electric-motorbike-vietnam, electric-moped-vs-electric-motorcycle-vietnam"",published
MM-0729,"Theft Security","Electric Motorbike Theft and Security in Vietnam","electric motorbike theft security vietnam",informational,7-electric,7.4 buying-owning,guide,"owners",general-research,R3,none,"disc-locks-chains-motorbike-security","Electric-specific security (swappable packs, smart keys); the locks guide covers physical locks generically",""disc-locks-chains-motorbike-security, home-parking-overnight-security, steering-locks-effective-use, keeping-rental-motorbike-secure-hanoi"",published
MM-0730,"Where to Charge","Where to Charge an Electric Motorbike in Hanoi: Practical Options","where to charge electric motorbike hanoi",informational,7-electric,7.4 buying-owning,guide,"owners",general-research,R3,none,"where-to-charge-electric-motorbike-hanoi","Hanoi-specific charging locations; swap-vs-home covers fuel models, this covers places and planning",""charging-electric-motorbike-at-home-vietnam, battery-swap-vs-home-charging-vietnam, electric-motorbike-commuting-hanoi, vinfast-vs-dat-bike-ecosystems"",published
MM-0731,"Warranty Service","Electric Motorbike Warranties and Service in Vietnam","electric motorbike warranty service vietnam",informational,7-electric,7.4 buying-owning,guide,"buyers",general-research,R3,none,"electric-motorbike-warranty-service-vietnam","Verified warranty terms; the maintenance-basics article covers routines, this covers warranty and support structures",""electric-motorbike-maintenance-basics, buying-used-electric-motorbike-vietnam, vinfast-battery-rental-vs-buying, electric-motorbike-battery-replacement-vietnam"",published
MM-0732,"Battery Lifespan","How Long Do Electric Motorbike Batteries Last in Vietnam?","how long do electric motorbike batteries last",informational,7-electric,7.5 battery-maintenance,guide,"owners",general-research,R3,none,"electric-motorbike-battery-lifespan-vietnam","Pack-longevity article; maintenance-basics covers the general routine, this covers ageing economics",""electric-motorbike-maintenance-basics, electric-motorbike-battery-replacement-vietnam, buying-used-electric-motorbike-vietnam, charging-electric-motorbike-at-home-vietnam"",published
MM-0733,"Long Storage","Storing an Electric Motorbike During Long Breaks and Winter","storing electric motorbike long term",informational,7-electric,7.5 battery-maintenance,guide,"owners",general-research,R5,none,"storing-electric-motorbike-long-breaks","Electric-specific storage (pack charge level); generic storage articles cover petrol formats",""electric-motorbike-battery-lifespan-vietnam, electric-motorbike-maintenance-basics, tyre-care-motorbike-vietnam, home-parking-overnight-security"",published
MM-0734,"Washing","Washing an Electric Motorbike Safely: Water Ratings and Rules","washing electric motorbike safely",informational,7-electric,7.5 battery-maintenance,guide,"owners",general-research,R3,none,"washing-electric-motorbike-safely","Electric-specific cleaning using verified IP ratings; rain-riding covers riding, this covers care",""riding-electric-motorbike-hanoi-rain, electric-motorbike-maintenance-basics, storing-electric-motorbike-long-breaks, check-motorbike-after-heavy-rain"",published
MM-0735,"Tyre Checks","Tyre Checks for Electric Motorbikes: Torque, Weight and Wear","electric motorbike tyre checks",informational,7-electric,7.5 battery-maintenance,guide,"owners",general-research,R5,none,"tyre-care-motorbike-vietnam","Electric-specific tyre wear patterns; the canonical tyre-care article covers methods generically",""tyre-care-motorbike-vietnam, electric-motorbike-maintenance-basics, riding-electric-motorbike-hanoi-rain, tyre-age-replace-by-date"",published
MM-0736,"Battery Replacement","Replacing an Electric Motorbike Battery in Vietnam: Options and Costs","electric motorbike battery replacement vietnam",commercial,7-electric,7.5 battery-maintenance,guide,"owners",general-research,R3,none,"choosing-replacement-battery-motorbike-vietnam","Traction-battery replacement routes; the existing replacement-battery article covers 12V starter batteries on petrol bikes",""electric-motorbike-battery-lifespan-vietnam, buying-used-electric-motorbike-vietnam, electric-motorbike-cost-ownership-vietnam, vinfast-battery-rental-vs-buying"",published
MM-0737,"Smart Features","Smart Features on Electric Motorbikes: Apps, Keys and Tracking","electric motorbike smart features apps tracking",informational,7-electric,7.5 battery-maintenance,guide,"buyers",general-research,R3,none,"electric-motorbike-smart-features","Connected-technology explainer from verified model data; no existing article covers electric smart features",""how-electric-motorbikes-work, electric-motorbike-theft-security-vietnam, electric-motorbike-warranty-service-vietnam, what-is-electric-motorbike-vietnam"",published
MM-0738,"Evo Review","VinFast Evo Review: The Battery-Swap Commuter Explained","vinfast evo review",informational,7-electric,7.6 model-reviews,review,"prospective buyers",general-research,R3,none,"vinfast-evo-review","Manufacturer-verified model review; comparison articles compare, this reviews one model",""what-is-electric-motorbike-vietnam, vinfast-battery-rental-vs-buying, vinfast-feliz-2-review, vinfast-amio-vs-evo-lite"",published
MM-0739,"Viper Review","VinFast Viper Review: The Connected 3 kW Electric Scooter","vinfast viper review",informational,7-electric,7.6 model-reviews,review,"prospective buyers",general-research,R3,none,"vinfast-viper-review","Model review with verified smart-feature data; the Viper-vs-Feliz article compares",""vinfast-evo-review, vinfast-viper-vs-feliz-2, electric-motorbike-smart-features, electric-motorbike-theft-security-vietnam"",published
MM-0740,"Feliz II Review","VinFast Feliz II Review: The Established Swapper, Refreshed","vinfast feliz 2 review",informational,7-electric,7.6 model-reviews,review,"prospective buyers",general-research,R3,none,"vinfast-feliz-2-review","Model review of the refreshed mainstream swap model",""vinfast-evo-review, vinfast-viper-vs-feliz-2, vinfast-battery-rental-vs-buying, battery-swap-vs-home-charging-vietnam"",published
MM-0741,"Amio Review","VinFast Amio Review: The Licence-Free Pedal-Assist Runabout","vinfast amio review",informational,7-electric,7.6 model-reviews,review,"students and parents",general-research,R3,none,"vinfast-amio-review","Model review of the pedal-assist model; the Amio-vs-Evo-Lite article compares the two licence-free formulas",""pedal-e-bike-vs-scooter-electric-vietnam, vinfast-amio-vs-evo-lite, best-electric-moped-students-vietnam, riding-electric-moped-16-vietnam"",published
MM-0742,"Weaver 200 Review","Dat Bike Weaver 200 Review: The A1-Class Distance Machine","dat bike weaver 200 review",informational,7-electric,7.6 model-reviews,review,"licensed riders",general-research,R3,none,"dat-bike-weaver-200-review","Manufacturer-verified A1-class review; the Weaver++ review and comparison cover the sibling",""fast-electric-motorbike-licence-vietnam, dat-bike-weaver-200-vs-weaver-plus-plus, electric-motorbike-range-real-world-vietnam, regen-braking-explained-electric"",published
MM-0743,"Weaver++ Review","Dat Bike Weaver++ Review: Fast Charging Meets More Power","dat bike weaver plus plus review",informational,7-electric,7.6 model-reviews,review,"licensed riders",general-research,R3,none,"dat-bike-weaver-plus-plus-review","Flagship model review from official data",""dat-bike-weaver-200-review, dat-bike-weaver-200-vs-weaver-plus-plus, electric-motorbike-range-real-world-vietnam, fast-electric-motorbike-licence-vietnam"",published
MM-0744,"Yadea Lineup","Yadea Vietnam Lineup Guide: Models and Prices Explained","yadea vietnam models prices",informational,7-electric,7.6 model-reviews,guide,"buyers",general-research,R3,none,"yadea-vietnam-lineup-guide","Brand line-up guide with official listed prices; single-model reviews exist for VinFast/Dat Bike, no Yadea spec data was readable so no invented specs",""buying-first-electric-motorbike-vietnam, best-electric-moped-students-vietnam, what-is-electric-motorbike-vietnam, electric-moped-vs-electric-motorcycle-vietnam"",published
MM-0745,"Evo vs Feliz II","VinFast Evo vs Feliz II: Which Swap Scooter to Choose","vinfast evo vs feliz 2",informational,7-electric,7.7 comparisons,comparison,"buyers",general-research,R3,none,"vinfast-evo-vs-feliz-2","Head-to-head from verified data; the reviews cover each model alone",""vinfast-evo-review, vinfast-feliz-2-review, vinfast-battery-rental-vs-buying, battery-swap-vs-home-charging-vietnam"",published
MM-0746,"Viper vs Feliz II","VinFast Viper vs Feliz II: Tech Package vs Familiar Formula","vinfast viper vs feliz 2",informational,7-electric,7.7 comparisons,comparison,"buyers",general-research,R3,none,"vinfast-viper-vs-feliz-2","Equipment-level comparison of mechanical twins",""vinfast-viper-review, vinfast-feliz-2-review, electric-motorbike-smart-features, electric-motorbike-theft-security-vietnam"",published
MM-0747,"Amio vs Evo Lite","VinFast Amio vs Evo Lite: Two Licence-Free Formulas","vinfast amio vs evo lite",informational,7-electric,7.7 comparisons,comparison,"licence-free buyers",general-research,R3,none,"vinfast-amio-vs-evo-lite","Comparison of the two licence-free formulas; the Amio review covers the pedal format alone",""vinfast-amio-review, vinfast-evo-review, why-electric-mopeds-capped-50kmh-vietnam, pedal-e-bike-vs-scooter-electric-vietnam"",published
MM-0748,"Weaver 200 vs ++","Dat Bike Weaver 200 vs Weaver++: Which A1 Electric to Buy","dat bike weaver 200 vs weaver plus plus",informational,7-electric,7.7 comparisons,comparison,"licensed riders",general-research,R3,none,"dat-bike-weaver-200-vs-weaver-plus-plus","Sibling comparison from verified data",""dat-bike-weaver-200-review, dat-bike-weaver-plus-plus-review, electric-motorbike-range-real-world-vietnam, fast-electric-motorbike-licence-vietnam"",published
MM-0749,"Day Trips","Electric Motorbike Day Trips from Hanoi: Range Planning That Works","electric motorbike day trips from hanoi",informational,7-electric,7.7 comparisons,guide,"weekend riders",general-research,R3+R2,none,"electric-motorbike-day-trips-range-planning-hanoi","Applies verified range data to trip planning; trips-cluster route guides cover petrol routes, this covers electric range math",""electric-motorbike-range-real-world-vietnam, electric-two-wheeler-speed-classes-vietnam, vinfast-vs-dat-bike-ecosystems, where-to-charge-electric-motorbike-hanoi"",published
MM-0750,"VinFast vs Dat Bike","VinFast vs Dat Bike: Two Electric Philosophies Compared","vinfast vs dat bike comparison",informational,7-electric,7.7 comparisons,comparison,"buyers",general-research,R3,none,"vinfast-vs-dat-bike-ecosystems","Ecosystem-level brand comparison; model reviews and pair comparisons cover individual machines",""battery-swap-vs-home-charging-vietnam, vinfast-evo-review, dat-bike-weaver-200-review, electric-motorbike-cost-ownership-vietnam"",published
MM-0751,"Charging Safety","Home Charging Safety for E-Bikes: Fire Prevention Basics","e-bike charging safety at home",informational,7-electric,7.8 gear-safety,guide,"owners",general-research,R5,none,"charging-safety-home-electric-bike","Fire-prevention basics for charging; the home-charging article covers the routine, this covers the safety rules",""charging-electric-motorbike-at-home-vietnam, electric-motorbike-battery-lifespan-vietnam, washing-electric-motorbike-safely, storing-electric-motorbike-long-breaks"",published
MM-0752,"Visibility Gear","Staying Visible on a Silent Electric Motorbike: Lights, Gear and Habits","staying visible electric motorbike",informational,7-electric,7.8 gear-safety,guide,"all riders",general-research,R5,none,"staying-visible-electric-motorbike","Gear-and-lights angle; the silent-riding article covers technique, this covers equipment",""electric-motorbike-silent-riding-safety, e-bike-helmet-rules-vietnam, riding-electric-motorbike-hanoi-rain, best-motorbike-for-hanoi-traffic"",published
MM-0753,"Kids on E-Bikes","Carrying Kids on E-Bikes in Vietnam: Rules and Practical Safety","carrying kids on e-bike vietnam",informational,7-electric,7.8 gear-safety,guide,"parents",general-research,R1,none,"e-bikes-with-kids-vietnam","Child-passenger guidance for the electric format; the two-up article covers adult passengers",""e-bike-helmet-rules-vietnam, riding-electric-motorbike-with-passenger, electric-motorbike-silent-riding-safety, helmet-law-vietnam"",published
MM-0754,"Breakdowns","What to Do When Your Electric Motorbike Breaks Down","electric motorbike breakdown what to do",informational,7-electric,7.8 gear-safety,guide,"owners",general-research,R3,none,"electric-motorbike-breakdown-what-to-do","Electric-specific triage (flat battery vs fault) with verified warranty-support routes",""electric-motorbike-warranty-service-vietnam, where-to-charge-electric-motorbike-hanoi, electric-motorbike-battery-replacement-vietnam, electric-motorbike-commuting-hanoi"",published
